Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)","Sodium 
(mg)","Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts","Iron
(mg)","Potassium
(mg)","Magnesium
(mg)","Calcium
(mg)","Vitamin A
(mg)","Vitamin C
(mg)","Vitamin D
(mg)"
McDonald's,Hamburger,250,80,9,3.5,0.5,25,520,31,2,6,12,247.5,2.5,220,25,120,0.02,1,0.5
McDonald's,Cheeseburger,300,110,12,6,0.5,40,750,33,2,6,15,297,2.8,250,28,180,0.04,1.5,0.8
McDonald's,Double Cheeseburger,440,210,23,11,1.5,80,1150,34,2,7,25,433,4.2,380,35,280,0.06,2,1.2
McDonald's,McDouble,390,170,19,8,1,65,920,33,2,7,22,383,3.8,340,32,250,0.05,1.8,1
McDonald's, Quarter Pounder® with Cheese,510,230,26,12,1.5,90,1190,40,3,9,29,502,4.5,420,38,300,0.06,2.5,1.5
McDonald's,Double Quarter Pounder® with Cheese,740,380,42,19,2.5,155,1380,40,3,9,48,720,7.2,680,52,450,0.1,3,2.2
McDonald's,Big Mac®,540,260,29,10,1.5,75,1040,45,3,9,25,534,4.5,480,40,320,0.06,3,1.4
McDonald's,Big N' Tasty®,460,220,24,8,1.5,70,720,37,3,8,24,452,3.8,380,35,220,0.05,4,1.2
McDonald's,Big N' Tasty® with Cheese,510,250,28,11,1.5,85,960,38,3,8,27,502,4.2,420,38,280,0.06,4.5,1.5
McDonald's,Angus Bacon & Cheese,790,350,39,17,2,145,2070,63,4,13,45,775,6.5,720,55,420,0.08,5,2
McDonald's,Angus Deluxe,750,350,39,16,2,135,1700,61,4,10,40,736,6.2,680,52,380,0.08,6,1.8
McDonald's,Angus Mushroom & Swiss,770,360,40,17,2,135,1170,59,4,8,44,751,6.4,700,58,400,0.07,4,1.9
McDonald's,Filet-O-Fish®,380,170,18,3.5,0,40,640,38,2,5,15,373.5,1.8,280,22,150,0.02,0,0.8
McDonald's,McChicken ®,360,150,16,3,0,35,830,40,2,5,14,354,2.2,320,24,120,0.02,1,0.6
McDonald's,McRib ®,500,240,26,10,0,70,980,44,3,11,22,499,3.2,450,35,180,0.03,2,1
McDonald's,Premium Grilled Chicken Classic Sandwich,360,80,9,2,0,65,820,41,4,8,27,343,2.5,520,38,120,0.04,8,0.8
McDonald's,Premium Crispy Chicken Classic Sandwich,510,200,22,3.5,0,45,990,56,3,10,24,499.5,2.8,480,32,140,0.03,6,0.7
McDonald's,Premium Grilled Chicken Club Sandwich,460,150,17,6,0,90,1040,43,4,9,35,440,3.2,580,42,220,0.06,10,1.2
McDonald's,Premium Crispy Chicken Club Sandwich,620,260,29,7,0,70,1200,57,3,11,31,607,3.5,540,36,240,0.06,12,1.1
McDonald's,Premium Grilled Chicken Ranch BLT Sandwich,380,90,10,3,0,75,1000,41,4,9,31,361,2.8,600,40,180,0.08,15,1
McDonald's,Premium Crispy Chicken Ranch BLT Sandwich,540,210,23,4.5,0,55,1160,56,3,11,27,528.5,3.2,560,35,200,0.06,12,0.9
McDonald's,Southern Style Crispy Chicken Sandwich,400,150,17,3,0,45,1030,39,1,6,24,385,2.5,420,28,140,0.03,4,0.7
McDonald's,Ranch Snack Wrap® (Crispy),340,150,17,4.5,0,30,810,33,1,2,14,332.5,1.8,280,22,120,0.04,6,0.6
McDonald's,Ranch Snack Wrap® (Grilled),270,90,10,4,0,45,830,26,1,2,18,258,1.5,320,26,140,0.05,8,0.8
McDonald's,Honey Mustard Snack Wrap® (Crispy),330,140,16,4.5,0,30,780,34,1,4,14,324.5,1.8,290,22,120,0.04,7,0.6
McDonald's,Honey Mustard Snack Wrap® (Grilled),260,80,9,3.5,0,45,800,27,1,4,18,249.5,1.5,330,26,140,0.05,9,0.8
McDonald's,Chipotle BBQ Snack Wrap® (Crispy),330,140,15,4.5,0,30,810,35,1,4,14,324.5,1.8,300,22,120,0.04,6,0.6
McDonald's,Chipotle BBQ Snack Wrap® (Grilled),260,80,9,3.5,0,45,830,28,1,5,18,250.5,1.5,340,26,140,0.05,8,0.8
McDonald's,Angus Bacon & Cheese Snack Wrap,390,190,21,9,1,75,1080,28,1,4,21,382,3.2,380,32,220,0.06,5,1.2
McDonald's,Angus Chipotle BBQ Bacon,800,350,39,18,2,145,2020,66,4,16,45,789,6.8,740,56,440,0.08,8,2.1
McDonald's,Angus Chipotle BBQ Bacon Snack Wrap,400,190,22,10,1,75,1060,30,1,6,21,395,3.4,400,34,230,0.06,6,1.3
McDonald's,Angus Deluxe Snack Wrap,410,220,25,10,1.5,75,990,27,2,3,20,403,3.5,390,33,240,0.06,7,1.3
McDonald's,Angus Mushroom & Swiss Snack Wrap,430,230,26,10,1.5,75,730,27,2,2,22,420,3.6,410,38,250,0.06,5,1.4
McDonald's,Mac Snack Wrap,330,170,19,7,1,45,690,26,1,3,15,325,2.2,320,28,180,0.04,3,0.9
McDonald's,Small French Fries,230,100,11,1.5,0,0,160,29,3,0,3,228.5,0.4,280,20,8,0,4,0
McDonald's,Medium French Fries,380,170,19,2.5,0,0,270,48,5,0,4,378.5,0.7,480,35,15,0,7,0
McDonald's,Large French Fries,500,220,25,3.5,0,0,350,63,6,0,6,497.5,0.9,630,45,20,0,9,0
McDonald's,Ketchup Packet,15,0,0,0,0,0,110,3,0,2,0,17,0.1,40,2,2,0.01,2,0
McDonald's,Salt Packet,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,0,0,0,0
McDonald's,Chicken McNuggets® (4 piece),190,110,12,2,0,25,360,12,1,0,9,183,0.8,180,15,12,0.01,0,0.2
McDonald's,Chicken McNuggets® (6 piece),280,160,18,3,0,40,540,18,1,0,13,270,1.2,270,22,18,0.02,0,0.3
McDonald's,Chicken McNuggets® (10 piece),470,270,30,5,0,65,900,30,2,0,22,453,2,450,38,30,0.03,0,0.5
McDonald's,Barbeque Sauce,50,0,0,0,0,0,260,12,0,10,0,60,0.2,60,3,4,0.01,1,0
McDonald's,Honey,50,0,0,0,0,0,0,12,0,11,0,61,0.1,10,1,1,0,0.5,0
McDonald's,Hot Mustard Sauce,60,20,2.5,0,0,5,250,9,2,6,1,65,0.3,50,5,6,0.01,2,0
McDonald's,Sweet 'N Sour Sauce,50,0,0,0,0,0,150,12,0,10,0,60,0.1,30,2,3,0,1.5,0
McDonald's,Chicken Selects® Premium Breast Strips (3 pc),400,210,24,3.5,0,50,1010,23,0,0,23,380.5,1.8,380,28,25,0.02,0,0.4
McDonald's,Chicken Selects® Premium Breast Strips (5 pc),660,360,40,6,0,85,1680,39,0,0,38,628,3,640,48,42,0.03,0,0.7
McDonald's,Spicy Buffalo Sauce,60,50,6,1,0,0,800,1,1,0,0,61,0.1,20,2,4,0.02,0,0
McDonald's,Creamy Ranch Sauce,170,160,18,3,0,10,270,2,0,1,0,174,0.1,35,3,15,0.02,0,0.1
McDonald's,Tangy Honey Mustard Sauce,60,20,2,0,0,5,140,10,0,8,0,68,0.2,45,4,5,0.01,1,0
McDonald's,Southwestern Chipotle Barbeque Sauce,60,0,0,0,0,0,210,15,1,11,0,71,0.3,55,4,6,0.01,2,0
McDonald's,Premium Southwest Salad with Grilled Chicken,320,80,9,3,0,70,960,30,6,11,30,304,2.5,680,48,180,0.12,25,0.8
McDonald's,Premium Southwest Salad with Crispy Chicken,430,180,20,4,0,55,920,38,6,12,26,420,2.8,620,42,160,0.1,22,0.7
McDonald's,Premium Southwest Salad (without chicken),140,40,4.5,2,0,10,150,20,6,6,6,142,1.2,420,28,80,0.08,20,0.2
McDonald's,Premium Bacon Ranch Salad with Grilled Chicken,260,90,9,4,0,90,1010,12,3,5,33,236,1.8,540,38,160,0.15,18,1
McDonald's,Premium Bacon Ranch Salad with Crispy Chicken,370,180,20,6,0,75,970,20,3,6,29,353,2,500,32,180,0.12,15,0.9
McDonald's,Premium Bacon Ranch Salad (without chicken),140,70,7,3.5,0,25,300,10,3,4,9,138.5,1,320,22,100,0.08,12,0.4
McDonald's,Premium Caesar Salad with Grilled Chicken,220,60,6,3,0,75,890,12,3,5,30,198,1.5,480,32,200,0.12,15,0.9
McDonald's,Premium Caesar Salad with Crispy Chicken,330,150,17,4.5,0,60,840,20,3,6,26,314.5,1.8,440,28,220,0.1,12,0.8
McDonald's,Premium Caesar Salad (without chicken),90,35,4,2.5,0,10,180,9,3,4,7,89.5,0.8,260,18,120,0.06,10,0.3
McDonald's,Side Salad,20,0,0,0,0,0,10,4,1,2,1,21,0.4,140,12,25,0.04,8,0.1
McDonald's,Butter Garlic Croutons,60,15,1.5,0,0,0,140,10,1,0,2,58,0.6,30,8,15,0,0,0
McDonald's,Snack Size Fruit & Walnut Salad,210,70,8,1.5,0,5,60,31,2,25,4,232.5,0.8,280,32,45,0.03,12,0.2
McDonald's,Newman's Own® Creamy Southwest Dressing,100,50,6,1,0,20,340,11,0,3,1,103,0.2,45,5,15,0.02,1,0.1
McDonald's,Newman's Own® Creamy Caesar Dressing,190,170,18,3.5,0,20,500,4,0,2,2,193.5,0.2,35,4,40,0.02,0,0.1
McDonald's,Newman's Own® Low Fat Balsamic Vinaigrette,40,25,3,0,0,0,730,4,0,3,0,43,0.2,50,5,8,0.01,1,0
McDonald's,Newman's Own® Low Fat Family Recipe Italian Dressing,60,20,2.5,0,0,0,730,8,0,1,1,60,0.2,40,4,6,0.01,1,0
McDonald's,Newman's Own® Ranch Dressing,170,130,15,2.5,0,20,530,9,0,4,1,175.5,0.1,50,5,20,0.02,0,0.1
McDonald's,Egg McMuffin®,300,110,12,5,0,260,820,30,2,3,18,290,2.2,220,22,200,0.08,0,1.8
McDonald's,Sausage McMuffin®,370,200,22,8,0,45,850,29,2,2,14,366,2,180,20,180,0.04,0,1.2
McDonald's,Sausage McMuffin® with Egg,450,250,27,10,0,285,920,30,2,2,21,441,2.5,240,26,220,0.1,0,2
McDonald's,English Muffin,160,30,3,0.5,0,0,280,27,2,2,5,157.5,1.5,80,18,100,0,0,0
McDonald's,"Bacon, Egg & Cheese Biscuit (Regular Size Biscuit)",420,210,23,12,0,235,1160,37,2,3,15,420,2.2,180,20,150,0.08,0,1.6
McDonald's,"Bacon, Egg & Cheese Biscuit (Large Size Biscuit)",480,240,27,12,0,235,1270,43,3,4,15,481,2.5,200,24,170,0.08,0,1.8
McDonald's,Sausage Biscuit with Egg (Regular Size Biscuit),510,290,33,14,0,250,1170,36,2,2,18,508,2.4,220,22,160,0.09,0,1.9
McDonald's,Sausage Biscuit with Egg (Large Size Biscuit),570,330,37,15,0,250,1280,42,3,3,18,570,2.7,250,26,180,0.09,0,2.1
McDonald's,Sausage Biscuit (Regular Size Biscuit),430,240,27,12,0,30,1080,34,2,2,11,433,1.8,160,18,120,0.03,0,1.2
McDonald's,Sausage Biscuit (Large Size Biscuit),480,280,31,13,0,30,1190,39,3,3,11,485,2,180,22,140,0.03,0,1.4
McDonald's,Southern Style Chicken Biscuit (Regular Size Biscuit),410,180,20,8,0,30,1180,41,2,3,17,404,2.2,280,24,120,0.02,2,0.8
McDonald's,Southern Style Chicken Biscuit (Large Size Biscuit),470,220,24,9,0,30,1290,46,3,4,17,466,2.5,320,28,140,0.02,2,0.9
McDonald's,"Steak, Egg & Cheese Bagel",660,300,33,12,1,300,1580,56,3,7,33,646,4.5,420,38,250,0.12,2,2.2
McDonald's,"Bacon, Egg & Cheese McGriddles®",420,160,18,8,0,240,1110,48,2,15,15,428,2,200,22,160,0.08,0,1.7
McDonald's,"Sausage, Egg & Cheese McGriddles®",560,290,32,12,0,265,1360,48,2,15,20,567,2.6,260,26,200,0.1,0,2
McDonald's,Sausage McGriddles®,420,200,22,8,0,35,1030,44,2,15,11,432,1.8,180,20,140,0.03,0,1.2
McDonald's,Big Breakfast® (Regular Size Biscuit),740,430,48,17,0,555,1560,51,3,3,28,732,3.5,420,35,220,0.18,2,3
McDonald's,Big Breakfast® (Large Size Biscuit),800,470,52,18,0,555,1680,56,4,3,28,793,3.8,460,40,240,0.18,2,3.2
McDonald's,Big Breakfast with Hotcakes (Regular Size Biscuit),1090,510,56,19,0,575,2150,111,6,17,36,1090,4.5,520,42,260,0.19,2,3.2
McDonald's,Big Breakfast with Hotcakes (Large Size Biscuit),1150,540,60,20,0,575,2260,116,7,17,36,1151,4.8,560,48,280,0.19,2,3.5
McDonald's,Sausage Burrito,300,140,16,7,0,115,830,26,1,2,12,297,1.8,220,20,120,0.06,1,1.4
McDonald's,McSkillet™ Burrito with Sausage,610,320,36,14,0.5,410,1390,44,3,4,27,601,3.5,480,38,240,0.14,6,2.5
McDonald's,Hotcakes,350,80,9,2,0,20,590,60,3,14,8,358,2.2,180,22,120,0.04,0,0.8
McDonald's,Hotcakes and Sausage,520,210,24,7,0,50,930,61,3,14,15,526,2.8,240,26,160,0.06,0,1.2
McDonald's,Hotcake Syrup,180,0,0,0,0,0,20,45,0,32,0,212,0.1,5,2,8,0,0,0
McDonald's,Whipped Margarine (1 pat),40,40,4.5,1.5,0,0,55,0,0,0,0,41.5,0,2,0,2,0.01,0,0.1
McDonald's,Hash Brown,150,80,9,1.5,0,0,310,15,2,0,1,150.5,0.4,240,15,8,0,3,0
McDonald's,Grape Jam,35,0,0,0,0,0,0,9,0,9,0,44,0.1,8,1,2,0,1,0
McDonald's,Strawberry Preserves,35,0,0,0,0,0,0,9,0,9,0,44,0.1,10,1,2,0,2,0
McDonald's,"Bacon, Egg & Cheese Bagel",560,240,27,9,0.5,260,1300,56,3,7,24,552,3.2,300,30,220,0.1,2,2
McDonald's,Fruit & Maple Oatmeal,290,40,4.5,2,0,10,160,57,5,32,5,319,1.8,240,48,120,0.02,8,0.4
McDonald's,Fruit & Maple Oatmeal without Brown Sugar,260,40,4.5,2,0,10,115,48,5,18,5,275,1.8,240,48,120,0.02,8,0.4
McDonald's,Hamburger Happy Meal,475,,16,5.5,0,40,690,62,2,20,22,,2.8,480,32,140,0.03,6,0.6
McDonald's,4 Piece Chicken McNuggets Happy Meal,395,,17,3.5,0,35,510,41,1,14,19,,1.5,380,28,80,0.02,5,0.4
McDonald's,6 Piece Chicken McNuggets® Happy Meal,475,,22,4.5,0,50,680,46,2,14,24,,1.9,460,35,110,0.03,6,0.5
McDonald's,Fruit 'n Yogurt Parfait (7 oz),160,20,2,1,0,5,85,31,1,21,4,178,0.2,240,18,150,0.02,8,0.6
McDonald's,Low Fat Caramel Dip,70,5,0.5,0,0,5,35,15,0,9,0,79,0.1,35,3,20,0.01,0,0.1
McDonald's,Vanilla Reduced Fat Ice Cream Cone,150,35,3.5,2,0,15,60,24,0,18,4,166,0.2,180,12,120,0.02,0,0.4
McDonald's,Kiddie Cone,45,10,1,0.5,0,5,20,8,0,6,1,50.5,0.1,60,4,40,0.01,0,0.1
McDonald's,Strawberry Sundae,280,60,6,4,0,25,95,49,1,45,6,323,0.3,240,15,180,0.03,4,0.5
McDonald's,Hot Caramel Sundae,340,70,8,5,0,30,160,60,1,44,7,382,0.3,280,18,200,0.03,0,0.6
McDonald's,Hot Fudge Sundae,330,90,10,7,0,25,180,54,2,48,8,377,0.8,320,35,200,0.03,0,0.6
McDonald's,Peanuts (for Sundaes),45,30,3.5,0.5,0,0,0,2,1,0,2,43.5,0.3,60,25,8,0,0,0
McDonald's,McFlurry® with M&M'S® Candies (12 fl oz cup),710,230,25,16,1,60,220,105,4,97,15,808,1.2,480,42,380,0.06,0,1.2
McDonald's,McFlurry® with OREO® Cookies (12 fl oz cup),580,170,19,10,1,50,320,89,3,73,13,650,1.8,420,38,340,0.05,0,1
McDonald's,Baked Hot Apple Pie,250,110,13,7,0,0,170,32,4,13,2,268,0.6,80,8,12,0.01,2,0
McDonald's,Cinnamon Melts,460,170,19,9,0,15,370,66,3,32,6,495,1.8,140,22,80,0.04,0,0.4
McDonald's,McDonaldland® Cookies,260,70,8,2.5,0,0,300,43,1,13,4,271.5,1.2,80,12,40,0,0,0
McDonald's,Chocolate Chip Cookie,160,70,8,3.5,0,10,90,21,1,15,2,176.5,0.8,60,12,20,0.01,0,0.1
McDonald's,Oatmeal Raisin Cookie,150,50,6,2.5,0,10,135,22,1,13,2,163.5,0.7,120,18,20,0.01,0,0.1
McDonald's,Sugar Cookie,160,60,7,3,0,5,120,21,0,11,2,172,0.6,40,8,15,0.01,0,0.1
McDonald's,Apple Dippers with Low Fat Caramel Dip,100,5,0.5,0,0,5,35,23,0,15,0,115,0.2,120,8,25,0.01,6,0.1
McDonald's,Chocolate McCafé® Shake (12 fl oz cup),580,150,17,10,1,50,240,94,1,77,11,656,0.9,520,38,360,0.05,0,1
McDonald's,Chocolate McCafé® Shake (16 fl oz cup),720,180,20,12,1,60,300,119,1,98,15,815,1.2,680,50,480,0.07,0,1.3
McDonald's,Chocolate McCafé® Shake (22 fl oz cup),880,220,24,15,1.5,75,370,147,1,121,18,998,1.5,840,62,590,0.08,0,1.6
McDonald's,Chocolate Triple Thick® Shake (12 fl oz cup),440,90,10,6,0.5,40,190,76,1,63,10,499,0.7,420,32,300,0.04,0,0.8
McDonald's,Chocolate Triple Thick® Shake (16 fl oz cup),580,120,14,8,1,50,250,102,1,84,13,659,1,560,42,400,0.05,0,1.1
McDonald's,Chocolate Triple Thick® Shake (21 fl oz cup),770,160,18,11,1,70,330,134,1,111,18,874,1.3,740,56,530,0.07,0,1.4
McDonald's,Chocolate Triple Thick® Shake (32 fl oz cup),1160,240,27,16,2,100,510,203,2,168,27,1317,2,1120,84,800,0.1,0,2.1
McDonald's,Snack Size McFlurry® with M&M'S® Candies,430,140,16,10,0.5,35,130,64,2,59,9,490,0.7,290,25,230,0.04,0,0.7
McDonald's,Snack Size McFlurry® with OREO® Cookies,340,100,12,6,0,30,200,53,2,43,8,381,1.1,250,22,200,0.03,0,0.6
McDonald's,Strawberry McCafé® Shake (12 fl oz cup),570,150,17,10,1,50,170,92,0,79,11,648,0.4,510,36,350,0.05,3,1
McDonald's,Strawberry McCafé® Shake (16 fl oz cup),710,180,20,12,1,65,210,116,0,100,14,808,0.5,660,48,460,0.06,4,1.3
McDonald's,Strawberry McCafé® Shake (22 fl oz cup),860,220,24,15,1.5,75,260,144,0,124,18,981,0.7,820,60,570,0.08,5,1.6
McDonald's,Strawberry Triple Thick® Shake (12 fl oz cup),420,90,10,6,0.5,40,130,73,0,63,10,479,0.3,410,30,290,0.04,2,0.8
McDonald's,Strawberry Triple Thick® Shake (16 fl oz cup),560,120,13,8,1,50,170,97,0,84,13,639,0.4,540,40,390,0.05,3,1.1
McDonald's,Strawberry Triple Thick® Shake (21 fl oz cup),740,160,18,11,1,70,230,128,0,111,17,845,0.6,720,54,520,0.07,4,1.4
McDonald's,Strawberry Triple Thick® Shake (32 fl oz cup),1110,240,26,16,2,100,350,194,0,168,25,1269,0.9,1080,82,780,0.1,6,2.1
McDonald's,Vanilla McCafé® Shake (12 fl oz cup),540,150,16,10,1,45,170,88,0,64,10,604,0.3,500,35,340,0.05,0,1
McDonald's,Vanilla McCafé® Shake (16 fl oz cup),680,180,20,12,1,60,220,111,0,82,14,760,0.4,650,46,450,0.06,0,1.3
McDonald's,Vanilla McCafé® Shake (22 fl oz cup),830,210,24,14,1.5,75,270,138,0,103,17,930,0.5,800,58,560,0.08,0,1.6
McDonald's,Vanilla Triple Thick Shake® (32 fl oz cup),1110,240,26,16,2,100,370,193,0,145,25,1246,0.8,1060,80,760,0.1,0,2
McDonald's,Vanilla Triple Thick® Shake (12 fl oz cup),420,90,10,6,0.5,40,140,72,0,54,9,471,0.3,400,30,280,0.04,0,0.8
McDonald's,Vanilla Triple Thick® Shake (16 fl oz cup),550,120,13,8,1,50,190,96,0,72,13,617,0.4,540,40,380,0.05,0,1
McDonald's,Vanilla Triple Thick® Shake (21 fl oz cup),740,160,18,11,1,70,250,128,0,96,17,830,0.5,710,54,500,0.06,0,1.3
McDonald's,1% Low Fat Milk Jug,100,20,2.5,1.5,0,10,125,12,0,12,8,105.5,0,380,28,300,0.04,0,2.5
McDonald's,1% Low Fat Chocolate Milk Jug,170,25,3,1.5,0,5,150,26,1,25,9,187.5,0.4,480,35,320,0.04,0,2.6
McDonald's,Minute Maid® 100% Apple Juice Box,100,0,0,0,0,0,15,23,0,22,0,122,0.3,180,8,12,0.01,60,0
McDonald's,Dasani® Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McDonald's,Minute Maid® Orange Juice (Small),150,0,0,0,0,0,0,30,0,30,2,178,0.2,280,18,20,0.02,72,0
McDonald's,Minute Maid® Orange Juice (Medium),190,0,0,0,0,0,0,39,0,39,3,226,0.3,360,24,26,0.02,93,0
McDonald's,Minute Maid® Orange Juice (Large),280,0,0,0,0,0,5,58,0,58,4,334,0.4,540,35,38,0.03,140,0
McDonald's,Coca-Cola® Classic (Child),110,0,0,0,0,0,5,29,0,29,0,139,0,5,0,2,0,0,0
McDonald's,Coca-Cola® Classic (Small),150,0,0,0,0,0,10,40,0,40,0,190,0,8,0,3,0,0,0
McDonald's,Coca-Cola® Classic (Medium),210,0,0,0,0,0,15,58,0,58,0,268,0,12,0,4,0,0,0
McDonald's,Coca-Cola® Classic (Large),310,0,0,0,0,0,20,86,0,86,0,396,0,18,0,6,0,0,0
McDonald's,Diet Coke® (Child),0,0,0,0,0,0,15,0,0,0,0,0,0,5,0,2,0,0,0
McDonald's,Diet Coke® (Small),0,0,0,0,0,0,20,0,0,0,0,0,0,8,0,3,0,0,0
McDonald's,Diet Coke® (Medium),0,0,0,0,0,0,30,0,0,0,0,0,0,12,0,4,0,0,0
McDonald's,Diet Coke® (Large),0,0,0,0,0,0,45,0,0,0,0,0,0,18,0,6,0,0,0
McDonald's,Sprite® (Child),110,0,0,0,0,0,30,28,0,28,0,138,0,5,0,2,0,0,0
McDonald's,Sprite® (Small),150,0,0,0,0,0,40,39,0,39,0,189,0,8,0,3,0,0,0
McDonald's,Sprite® (Medium),210,0,0,0,0,0,55,56,0,56,0,266,0,12,0,4,0,0,0
McDonald's,Sprite® (Large),310,0,0,0,0,0,80,83,0,83,0,393,0,18,0,6,0,0,0
McDonald's,Hi-C® Orange Lavaburst (Child),120,0,0,0,0,0,0,32,0,32,0,152,0,20,2,8,0.01,45,0
McDonald's,Hi-C® Orange Lavaburst (Small),160,0,0,0,0,0,5,44,0,44,0,204,0,28,3,12,0.01,60,0
McDonald's,Hi-C® Orange Lavaburst (Medium),240,0,0,0,0,0,10,64,0,64,0,304,0,42,5,18,0.02,90,0
McDonald's,Hi-C® Orange Lavaburst (Large),350,0,0,0,0,0,10,94,0,94,0,444,0,62,7,26,0.03,132,0
McDonald's,POWERade® Mountain Blast (Child),70,0,0,0,0,0,65,20,0,16,0,86,0.1,25,3,8,0,6,0
McDonald's,POWERade® Mountain Blast (Small),100,0,0,0,0,0,85,27,0,21,0,121,0.2,35,5,12,0,8,0
McDonald's,POWERade® Mountain Blast (Medium),150,0,0,0,0,0,130,39,0,31,0,181,0.3,52,7,18,0,12,0
McDonald's,POWERade® Mountain Blast (Large),220,0,0,0,0,0,190,58,0,46,0,266,0.4,78,10,26,0,18,0
McDonald's,Iced Tea (Child),0,0,0,0,0,0,5,0,0,0,0,0,0,15,2,2,0,0,0
McDonald's,Iced Tea (Small),0,0,0,0,0,0,10,0,0,0,0,0,0,20,3,3,0,0,0
McDonald's,Iced Tea (Medium),0,0,0,0,0,0,15,0,0,0,0,0,0,30,5,4,0,0,0
McDonald's,Iced Tea (Large),0,0,0,0,0,0,20,1,0,0,0,0,0,40,6,5,0,0,0
McDonald's,Coffee (Small),0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,5,0,0,0
McDonald's,Coffee (Large),0,0,0,0,0,0,0,0,0,0,0,0,0,120,8,8,0,0,0
McDonald's,Coffee Cream,20,20,2,1.5,0,10,15,0,0,0,0,21.5,0,20,1,15,0.01,0,0
McDonald's,Sugar Packet,15,0,0,0,0,0,0,4,0,4,0,19,0,0,0,0,0,0,0
McDonald's,"EQUAL® 0
Calorie Sweetener",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
McDonald's,"SPLENDA® No
Calorie Sweetener",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
McDonald's,Iced Coffee– Caramel (Small),130,50,5,3.5,0,20,80,21,0,20,1,152.5,0,150,12,80,0.02,0,0.2
McDonald's,Iced Coffee– Caramel (Medium),190,70,8,5,0,30,115,27,0,27,2,220,0,200,16,120,0.03,0,0.3
McDonald's,Iced Coffee– Caramel (Large),270,100,11,7,0,40,160,41,0,41,2,316,0,280,22,160,0.04,0,0.4
McDonald's,Iced Coffee– Hazelnut (Small),130,50,5,3.5,0,20,40,21,0,21,1,153.5,0,145,12,75,0.02,0,0.2
McDonald's,Iced Coffee– Hazelnut (Medium),190,70,8,5,0,30,60,29,0,29,2,222,0,195,16,115,0.03,0,0.3
McDonald's,Iced Coffee– Hazelnut (Large),270,100,11,7,0,40,85,43,0,43,2,318,0,270,22,155,0.04,0,0.4
McDonald's,Iced Coffee– Regular (Small),140,50,5,3.5,0,20,40,22,0,22,1,164.5,0,155,13,80,0.02,0,0.2
McDonald's,Iced Coffee– Regular (Medium),200,70,8,5,0,30,60,30,0,30,2,233,0,210,18,120,0.03,0,0.3
McDonald's,Iced Coffee– Regular (Large),280,100,11,7,0,40,85,45,0,45,2,330,0,290,24,165,0.04,0,0.4
McDonald's,Iced Coffee– Vanilla (Small),130,50,5,3.5,0,20,40,21,0,21,1,153.5,0,150,12,75,0.02,0,0.2
McDonald's,Iced Coffee– Vanilla (Medium),190,70,8,5,0,30,60,29,0,28,2,221,0,200,16,115,0.03,0,0.3
McDonald's,Iced Coffee– Vanilla (Large),270,100,11,7,0,40,80,43,0,43,2,318,0,280,22,160,0.04,0,0.4
McDonald's,Iced Coffee with Sugar Free Vanilla Syrup (Small),60,50,5,3.5,0,20,70,8,0,1,1,63.5,0,110,10,65,0.02,0,0.2
McDonald's,Iced Coffee with Sugar Free Vanilla Syrup (Medium),90,70,8,5,0,30,100,11,0,2,2,95,0,155,14,95,0.03,0,0.3
McDonald's,Iced Coffee with Sugar Free Vanilla Syrup (Large),120,100,11,7,0,40,140,16,0,2,2,127,0,210,18,130,0.04,0,0.4
McDonald's,Sweet Tea (Child),110,0,0,0,0,0,5,27,0,27,0,137,0,10,2,2,0,0,0
McDonald's,Sweet Tea (Large),280,0,0,0,0,0,15,69,0,69,1,348,0,25,5,5,0,0,0
McDonald's,Sweet Tea (Medium),180,0,0,0,0,0,10,45,0,45,1,224,0,16,3,3,0,0,0
McDonald's,Sweet Tea (Small),150,0,0,0,0,0,10,36,0,36,1,185,0,13,2,2,0,0,0
McDonald's,Nonfat Cappuccino (Small),60,0,0,0,0,5,85,9,0,9,6,63,0,200,15,200,0.02,0,0.8
McDonald's,Nonfat Cappuccino (Medium),80,0,0,0,0,5,110,12,0,12,8,84,0,260,20,260,0.03,0,1.1
McDonald's,Nonfat Cappuccino (Large),90,0,0,0,0,5,130,13,0,13,9,94,0,300,22,300,0.03,0,1.2
McDonald's,Nonfat Latte (Small),90,0,0,0,0,5,115,13,0,13,9,94,0,280,18,280,0.03,0,1
McDonald's,Nonfat Latte (Medium),110,0,0,0,0,5,140,15,0,15,10,115,0,340,22,340,0.04,0,1.3
McDonald's,Nonfat Latte (Large),120,0,0,0,0,5,160,18,0,18,12,126,0,400,26,400,0.05,0,1.5
McDonald's,Nonfat Caramel Cappuccino (Small),150,0,0,0,0,5,120,33,0,32,5,177,0,220,16,210,0.02,0,0.8
McDonald's,Nonfat Caramel Cappuccino (Medium),190,0,0,0,0,5,150,41,0,41,6,225,0,280,20,270,0.03,0,1.1
